sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.9;5;stop_post_back;cohort;0.01;200;Setting5;1091,02;4,33;0,96;0,26;0,72;0,99
0.65;3;all_plac;all;0.01;200;Setting16;681,06;2,75;0,23;;;0,41
0.9;5;stop_post_mono;dynamic;0.01;200;Setting12;1081,95;4,31;0,76;0,06;0,09;0,91
0.9;3;stop_post_mono;cohort;0.01;150;Setting9;510,77;2,60;0,53;0,04;0,06;0,68
0.65;3;stop_post_mono;concurrent;0.01;200;Setting12;664,98;2,75;0,27;0,02;0,03;0,42
0.9;3;all_plac;concurrent;0.01;200;Setting12;692,28;2,74;0,71;0,05;0,06;0,83
0.65;5;stop_post_mono;cohort;0.01;200;Setting5;1076,26;4,43;0,70;0,08;0,29;0,84
0.9;3;no_plac;cohort;0.01;150;Setting9;490,85;2,54;0,91;0,21;0,31;0,95
0.9;7;all_plac;concurrent;0.01;150;Setting9;963,84;5,01;0,64;0,04;0,10;0,84
0.65;5;all_plac;all;0.02;200;Setting5;1212,93;4,93;;0,11;0,33;
0.9;3;no_plac;concurrent;0.01;200;Setting12;629,12;2,69;0,97;0,17;0,20;0,99
0.9;5;stop_post_mono;cohort;0.01;200;Setting5;1093,02;4,36;0,97;0,26;0,69;0,99
0.9;3;all_plac;all;0.01;200;Setting16;725,16;2,76;0,66;;;0,82
0.65;5;stop_post_mono;cohort;0.03;150;Setting16;912,84;4,97;0,14;;;0,53
0.65;7;stop_post_back;concurrent;0.01;150;Setting9;952,68;5,27;0,27;0,03;0,09;0,52
0.65;7;no_plac;concurrent;0.01;150;Setting9;993,08;4,99;0,62;0,16;0,35;0,85
0.9;3;no_plac;all;0.01;200;Setting16;610,01;2,65;0,96;;;0,99
0.65;3;stop_post_back;concurrent;0.01;200;Setting12;667,24;2,75;0,27;0,02;0,02;0,42
0.65;3;no_plac;cohort;0.01;150;Setting9;511,58;2,58;0,56;0,13;0,19;0,69
0.9;7;stop_post_back;concurrent;0.01;150;Setting9;967,84;5,04;0,67;0,05;0,12;0,85
0.65;3;stop_post_mono;all;0.01;200;Setting16;681,49;2,75;0,24;;;0,43
0.9;7;no_plac;dynamic;0.01;200;Setting12;1144,44;4,94;0,97;0,15;0,24;0,99
0.65;5;stop_post_back;cohort;0.03;150;Setting16;911,79;4,96;0,14;;;0,53
0.65;3;stop_post_back;all;0.01;200;Setting16;682,46;2,75;0,24;;;0,43
0.9;5;all_plac;cohort;0.03;150;Setting16;1040,11;4,96;0,42;;;0,93
0.9;3;stop_post_back;concurrent;0.01;200;Setting12;695,67;2,74;0,71;0,05;0,06;0,83
0.65;7;stop_post_mono;concurrent;0.01;150;Setting9;956,17;5,25;0,30;0,04;0,11;0,54
0.9;3;stop_post_back;all;0.01;200;Setting16;722,21;2,75;0,66;;;0,82
0.9;5;stop_post_mono;cohort;0.03;150;Setting16;1041,38;4,96;0,42;;;0,93
0.9;5;stop_post_back;cohort;0.03;150;Setting16;1040,71;4,95;0,42;;;0,93
0.9;5;all_plac;all;0.02;200;Setting5;1222,84;4,92;;0,31;0,66;
0.9;7;stop_post_mono;concurrent;0.01;150;Setting9;953,85;4,98;0,68;0,06;0,15;0,86
0.9;3;stop_post_mono;all;0.01;200;Setting16;723,13;2,76;0,66;;;0,82
0.65;5;no_plac;all;0.02;200;Setting5;1328,39;4,90;0,75;;;0,98
0.65;5;stop_post_back;all;0.02;200;Setting5;1214,84;4,94;0,77;0,10;0,32;0,86
0.9;5;no_plac;cohort;0.03;150;Setting16;930,92;4,91;0,87;;;1,00
0.65;3;no_plac;concurrent;0.01;200;Setting12;737,93;2,76;0,68;0,13;0,16;0,86
0.9;3;stop_post_mono;concurrent;0.01;200;Setting12;694,65;2,74;0,71;0,06;0,07;0,83
0.65;3;no_plac;all;0.01;200;Setting16;756,36;2,76;0,66;;;0,89
0.65;5;no_plac;cohort;0.03;150;Setting16;1002,72;4,95;0,55;;;0,98
0.65;5;no_plac;cohort;0.01;200;Setting5;1131,79;4,24;0,69;;;0,95
0.65;5;stop_post_mono;all;0.02;200;Setting5;1218,13;4,94;0,70;0,11;0,32;0,83
0.9;5;stop_post_back;all;0.02;200;Setting5;1222,55;4,92;1,00;0,30;0,66;1,00
0.9;7;all_plac;dynamic;0.01;200;Setting12;1395,21;5,56;0,78;0,05;0,10;0,93
0.65;7;all_plac;dynamic;0.01;200;Setting12;1477,81;5,97;0,31;0,02;0,04;0,63
0.65;7;no_plac;dynamic;0.01;200;Setting12;1513,93;5,65;0,70;0,13;0,22;0,94
0.9;5;no_plac;all;0.01;200;Setting16;891,29;3,90;0,97;;;0,99
0.65;5;all_plac;cohort;0.01;150;Setting9;713,55;3,99;0,18;0,01;0,03;0,35
0.9;7;no_plac;cohort;0.01;200;Setting5;1066,91;4,82;0,97;;;1,00
0.65;5;stop_post_back;cohort;0.01;150;Setting9;717,51;4,00;0,20;0,02;0,04;0,38
0.9;7;stop_post_back;dynamic;0.01;200;Setting12;1397,62;5,57;0,79;0,06;0,11;0,94
0.9;5;stop_post_mono;all;0.02;200;Setting5;1216,14;4,91;0,99;0,31;0,65;1,00
0.65;7;stop_post_back;dynamic;0.01;200;Setting12;1483,82;5,98;0,34;0,03;0,06;0,67
0.65;3;all_plac;all;0.02;150;Setting9;518,62;2,92;0,22;0,02;0,03;0,30
0.65;5;all_plac;all;0.01;200;Setting16;1115,12;4,42;0,27;;;0,55
0.9;5;all_plac;all;0.01;200;Setting16;1106,60;4,27;0,71;;;0,88
0.9;7;stop_post_mono;dynamic;0.01;200;Setting12;1396,38;5,57;0,78;0,06;0,11;0,94
0.65;7;stop_post_mono;dynamic;0.01;200;Setting12;1486,85;5,99;0,34;0,03;0,06;0,67
0.65;3;no_plac;all;0.02;150;Setting9;577,66;2,91;0,62;0,16;0,24;0,75
0.65;7;all_plac;cohort;0.03;150;Setting16;1273,04;6,94;0,14;;;0,65
0.65;3;stop_post_back;all;0.02;150;Setting9;519,35;2,92;0,22;0,02;0,03;0,31
0.65;5;all_plac;concurrent;0.01;200;Setting12;1076,54;4,40;0,28;0,02;0,03;0,54
0.9;5;all_plac;cohort;0.01;150;Setting9;785,65;3,99;0,52;0,03;0,07;0,77
0.9;3;all_plac;all;0.02;150;Setting9;553,59;2,91;0,63;0,04;0,07;0,72
0.65;3;stop_post_mono;all;0.02;150;Setting9;520,82;2,92;0,23;0,02;0,03;0,31
0.9;5;stop_post_back;all;0.01;200;Setting16;1106,18;4,27;0,71;;;0,89
0.9;5;no_plac;cohort;0.01;150;Setting9;720,12;3,73;0,91;0,21;0,40;0,97
0.65;3;all_plac;dynamic;0.02;200;Setting5;721,35;2,97;;0,09;0,22;
0.9;3;no_plac;all;0.02;150;Setting9;545,02;2,90;0,94;0,21;0,30;0,97
0.9;3;no_plac;dynamic;0.02;200;Setting5;640,42;2,95;0,98;;;1,00
0.65;5;stop_post_mono;all;0.01;200;Setting16;1119,49;4,42;0,29;;;0,59
0.9;5;no_plac;concurrent;0.01;200;Setting12;931,84;3,99;0,97;0,16;0,23;0,99
0.9;5;all_plac;concurrent;0.01;200;Setting12;1077,09;4,27;0,75;0,06;0,09;0,90
0.9;3;stop_post_back;all;0.02;150;Setting9;555,64;2,92;0,64;0,05;0,07;0,73
0.65;5;stop_post_back;all;0.01;200;Setting16;1116,32;4,42;0,28;;;0,58
0.65;7;all_plac;cohort;0.01;200;Setting5;1464,42;6,07;;0,08;0,39;
0.9;3;stop_post_mono;all;0.02;150;Setting9;557,24;2,92;0,64;0,04;0,07;0,72
0.65;5;stop_post_mono;cohort;0.01;150;Setting9;717,88;3,99;0,20;0,02;0,05;0,39
0.65;5;no_plac;all;0.01;200;Setting16;1179,52;4,31;0,69;;;0,93
0.9;3;all_plac;dynamic;0.02;200;Setting5;734,84;2,97;;0,27;0,50;
0.65;3;stop_post_back;dynamic;0.02;200;Setting5;720,26;2,97;0,69;0,09;0,22;0,70
0.65;5;stop_post_back;concurrent;0.01;200;Setting12;1081,03;4,39;0,30;0,02;0,04;0,57
0.9;7;no_plac;all;0.02;200;Setting5;1402,06;6,56;0,99;;;1,00
0.9;7;stop_post_back;cohort;0.01;200;Setting5;1462,83;5,80;0,97;0,26;0,80;0,99
0.65;3;stop_post_mono;dynamic;0.02;200;Setting5;720,78;2,97;0,60;0,09;0,22;0,59
0.9;7;all_plac;cohort;0.01;200;Setting5;1477,74;5,84;;0,26;0,81;
0.9;5;stop_post_back;cohort;0.01;150;Setting9;780,49;3,97;0,53;0,04;0,09;0,77
0.9;5;stop_post_back;concurrent;0.01;200;Setting12;1071,17;4,27;0,75;0,06;0,09;0,91
0.9;7;all_plac;cohort;0.03;150;Setting16;1453,35;6,92;0,42;;;0,97
0.65;5;stop_post_mono;concurrent;0.01;200;Setting12;1089,00;4,41;0,32;0,03;0,04;0,59
0.65;7;stop_post_back;cohort;0.03;150;Setting16;1276,23;6,94;0,14;;;0,65
0.65;3;no_plac;dynamic;0.02;200;Setting5;807,20;2,96;0,73;;;0,95
0.9;5;stop_post_mono;cohort;0.01;150;Setting9;776,64;3,95;0,55;0,05;0,11;0,79
0.9;5;stop_post_mono;concurrent;0.01;200;Setting12;1083,90;4,30;0,76;0,06;0,09;0,91
0.65;7;all_plac;all;0.02;200;Setting5;1707,69;6,90;;0,11;0,40;
0.65;5;no_plac;cohort;0.01;150;Setting9;777,80;3,93;0,56;0,13;0,27;0,78
0.9;3;stop_post_back;dynamic;0.02;200;Setting5;735,22;2,97;1,00;0,27;0,50;1,00
0.65;5;no_plac;concurrent;0.01;200;Setting12;1157,24;4,32;0,69;0,13;0,19;0,92
0.9;3;stop_post_mono;dynamic;0.02;200;Setting5;736,63;2,97;0,95;0,27;0,50;0,95
0.65;7;stop_post_mono;cohort;0.03;150;Setting16;1276,02;6,94;0,14;;;0,65
0.65;7;stop_post_mono;cohort;0.01;200;Setting5;1476,29;6,04;0,69;0,08;0,35;0,89
0.65;5;all_plac;all;0.02;150;Setting9;859,73;4,81;0,24;0,02;0,04;0,41
0.9;5;stop_post_mono;all;0.01;200;Setting16;1104,33;4,27;0,72;;;0,88
0.65;7;stop_post_back;cohort;0.01;200;Setting5;1471,76;6,06;0,70;0,08;0,37;0,90
0.9;7;no_plac;concurrent;0.01;200;Setting12;1162,18;4,99;0,97;0,16;0,25;0,99
0.9;7;stop_post_mono;cohort;0.01;200;Setting5;1451,56;5,80;0,97;0,26;0,76;0,99
0.65;5;stop_post_back;all;0.02;150;Setting9;861,60;4,82;0,25;0,02;0,04;0,42
0.65;3;stop_post_back;dynamic;0.01;200;Setting16;681,28;2,75;0,23;;;0,43
0.9;5;all_plac;all;0.02;150;Setting9;909,22;4,78;0,69;0,04;0,09;0,83
0.9;3;all_plac;dynamic;0.01;200;Setting16;725,80;2,75;0,64;;;0,82
0.65;3;all_plac;cohort;0.01;200;Setting12;658,90;2,75;0,22;0,01;0,02;0,39
0.9;7;all_plac;all;0.02;200;Setting5;1700,87;6,83;;0,31;0,73;
0.9;3;no_plac;dynamic;0.01;200;Setting16;613,68;2,65;0,96;;;0,99
0.65;3;all_plac;dynamic;0.01;200;Setting16;679,36;2,74;0,23;;;0,42
0.9;5;no_plac;all;0.02;150;Setting9;878,60;4,69;0,95;0,21;0,39;0,99
0.65;3;stop_post_back;cohort;0.01;200;Setting12;657,48;2,75;0,22;0,02;0,02;0,39
0.9;7;stop_post_back;cohort;0.03;150;Setting16;1447,24;6,91;0,42;;;0,97
0.65;5;no_plac;all;0.02;150;Setting9;950,14;4,78;0,64;0,16;0,33;0,86
0.65;5;stop_post_mono;all;0.02;150;Setting9;865,44;4,82;0,25;0,02;0,04;0,43
0.65;7;no_plac;cohort;0.01;200;Setting5;1481,91;5,56;0,69;;;0,95
0.65;7;stop_post_back;all;0.02;200;Setting5;1706,63;6,89;0,73;0,11;0,39;0,90
0.9;7;all_plac;concurrent;0.01;200;Setting12;1396,21;5,56;0,76;0,06;0,11;0,93
0.65;3;stop_post_mono;dynamic;0.01;200;Setting16;683,90;2,75;0,23;;;0,44
0.9;3;stop_post_back;dynamic;0.01;200;Setting16;729,96;2,76;0,64;;;0,83
0.9;7;no_plac;cohort;0.03;150;Setting16;1295,39;6,83;0,87;;;1,00
0.65;7;all_plac;cohort;0.01;150;Setting9;947,50;5,30;0,18;0,01;0,04;0,43
0.65;7;all_plac;concurrent;0.01;200;Setting12;1483,29;6,01;0,30;0,02;0,04;0,64
0.65;7;no_plac;all;0.02;200;Setting5;1839,92;6,79;0,76;;;0,99
0.9;3;all_plac;cohort;0.01;200;Setting12;722,66;2,74;0,62;0,05;0,06;0,83
0.9;7;stop_post_back;all;0.02;200;Setting5;1697,96;6,82;1,00;0,31;0,74;1,00
0.9;5;stop_post_back;all;0.02;150;Setting9;911,93;4,79;0,70;0,04;0,09;0,84
0.9;7;stop_post_back;concurrent;0.01;200;Setting12;1384,27;5,53;0,77;0,06;0,12;0,93
0.65;3;no_plac;dynamic;0.01;200;Setting16;754,82;2,76;0,67;;;0,90
0.9;7;stop_post_mono;all;0.02;200;Setting5;1691,16;6,82;1,00;0,31;0,72;1,00
0.65;7;stop_post_mono;all;0.02;200;Setting5;1709,79;6,89;0,71;0,11;0,38;0,86
0.9;7;no_plac;all;0.01;200;Setting16;1084,91;4,80;0,97;;;0,99
0.65;7;no_plac;concurrent;0.01;200;Setting12;1511,92;5,66;0,70;0,13;0,23;0,94
0.9;5;no_plac;dynamic;0.02;200;Setting5;1038,26;4,81;0,99;;;1,00
0.65;7;no_plac;cohort;0.03;150;Setting16;1403,07;6,90;0,55;;;0,99
0.9;7;all_plac;cohort;0.01;150;Setting9;1015,30;5,14;0,53;0,03;0,10;0,84
0.65;3;all_plac;dynamic;0.02;150;Setting9;515,51;2,92;0,20;0,01;0,02;0,29
0.9;7;no_plac;cohort;0.01;150;Setting9;884,61;4,57;0,91;0,21;0,45;0,98
0.65;7;stop_post_back;concurrent;0.01;200;Setting12;1487,39;5,98;0,33;0,03;0,05;0,68
0.9;3;no_plac;cohort;0.01;200;Setting12;634,54;2,68;0,95;0,15;0,19;0,99
0.65;3;stop_post_mono;cohort;0.01;200;Setting12;656,90;2,74;0,22;0,02;0,02;0,39
0.9;3;stop_post_back;cohort;0.01;200;Setting12;724,74;2,75;0,62;0,05;0,07;0,82
0.65;3;no_plac;cohort;0.01;200;Setting12;722,19;2,76;0,65;0,14;0,17;0,85
0.65;5;all_plac;dynamic;0.02;200;Setting5;1209,31;4,93;;0,10;0,31;
0.9;7;stop_post_mono;cohort;0.03;150;Setting16;1447,79;6,91;0,42;;;0,97
0.9;5;all_plac;dynamic;0.02;200;Setting5;1217,04;4,91;;0,28;0,63;
0.9;3;stop_post_mono;dynamic;0.01;200;Setting16;726,49;2,75;0,64;;;0,83
0.9;7;stop_post_back;cohort;0.01;150;Setting9;1012,79;5,15;0,54;0,05;0,13;0,84
0.65;7;stop_post_back;cohort;0.01;150;Setting9;957,30;5,31;0,22;0,02;0,07;0,48
0.9;3;all_plac;dynamic;0.02;150;Setting9;555,26;2,92;0,60;0,03;0,05;0,70
0.65;3;no_plac;dynamic;0.02;150;Setting9;581,01;2,92;0,62;0,15;0,23;0,75
0.65;7;stop_post_mono;concurrent;0.01;200;Setting12;1491,41;5,97;0,35;0,03;0,06;0,70
0.9;7;stop_post_mono;all;0.01;200;Setting16;1420,93;5,54;0,74;;;0,91
0.9;7;all_plac;all;0.01;200;Setting16;1434,59;5,54;0,73;;;0,90
0.9;5;stop_post_mono;all;0.02;150;Setting9;907,60;4,78;0,69;0,05;0,10;0,83
0.9;3;stop_post_mono;cohort;0.01;200;Setting12;726,24;2,75;0,63;0,05;0,06;0,83
0.65;3;stop_post_back;dynamic;0.02;150;Setting9;517,63;2,92;0,21;0,01;0,02;0,29
0.9;3;no_plac;dynamic;0.02;150;Setting9;549,64;2,91;0,93;0,19;0,27;0,97
0.9;7;stop_post_mono;concurrent;0.01;200;Setting12;1389,22;5,56;0,78;0,07;0,12;0,94
0.65;5;stop_post_back;dynamic;0.02;200;Setting5;1213,34;4,94;0,70;0,09;0,31;0,80
0.65;7;all_plac;all;0.01;200;Setting16;1527,59;6,01;0,28;;;0,61
0.65;3;stop_post_mono;dynamic;0.02;150;Setting9;517,75;2,92;0,21;0,01;0,02;0,29
0.9;7;stop_post_back;all;0.01;200;Setting16;1422,18;5,53;0,74;;;0,91
0.65;7;no_plac;cohort;0.01;150;Setting9;1012,53;5,12;0,56;0,13;0,33;0,84
0.65;7;no_plac;all;0.01;200;Setting16;1543,77;5,64;0,70;;;0,94
0.65;5;no_plac;dynamic;0.02;200;Setting5;1332,74;4,90;0,74;;;0,98
0.9;5;stop_post_back;dynamic;0.02;200;Setting5;1217,16;4,92;1,00;0,27;0,63;1,00
0.65;7;stop_post_mono;cohort;0.01;150;Setting9;969,19;5,34;0,24;0,03;0,09;0,51
0.9;3;stop_post_back;dynamic;0.02;150;Setting9;555,46;2,92;0,60;0,04;0,06;0,71
0.9;7;stop_post_mono;cohort;0.01;150;Setting9;1016,19;5,18;0,57;0,06;0,16;0,86
0.65;7;all_plac;all;0.02;150;Setting9;1205,33;6,69;0,26;0,02;0,05;0,50
0.9;3;no_plac;concurrent;0.02;200;Setting5;640,73;2,95;0,98;;;1,00
0.65;7;stop_post_back;all;0.01;200;Setting16;1527,41;5,98;0,32;;;0,65
0.65;3;all_plac;concurrent;0.02;200;Setting5;722,10;2,97;;0,09;0,22;
0.65;5;stop_post_mono;dynamic;0.02;200;Setting5;1212,18;4,94;0,69;0,09;0,31;0,80
0.9;5;stop_post_mono;dynamic;0.02;200;Setting5;1216,71;4,91;0,99;0,28;0,63;1,00
0.9;3;stop_post_mono;dynamic;0.02;150;Setting9;555,83;2,92;0,61;0,04;0,06;0,71
0.65;7;stop_post_mono;all;0.01;200;Setting16;1524,64;5,95;0,33;;;0,67
0.9;5;no_plac;dynamic;0.01;200;Setting16;892,57;3,91;0,96;;;0,99
0.9;3;all_plac;concurrent;0.02;200;Setting5;745,07;2,97;;0,29;0,53;
0.65;3;stop_post_back;concurrent;0.02;200;Setting5;722,27;2,97;0,53;0,09;0,22;0,58
0.65;5;stop_post_back;dynamic;0.01;200;Setting16;1116,83;4,43;0,27;;;0,58
0.9;3;stop_post_back;concurrent;0.02;200;Setting5;744,89;2,97;1,00;0,29;0,53;1,00
0.9;5;all_plac;dynamic;0.01;200;Setting16;1122,85;4,27;0,69;;;0,89
0.65;5;all_plac;dynamic;0.01;200;Setting16;1111,15;4,43;0,25;;;0,56
0.65;3;no_plac;concurrent;0.02;200;Setting5;806,42;2,97;0,72;;;0,95
0.65;7;stop_post_back;all;0.02;150;Setting9;1210,91;6,72;0,27;0,02;0,07;0,52
0.9;7;all_plac;all;0.02;150;Setting9;1248,40;6,57;0,72;0,04;0,13;0,89
0.65;3;stop_post_mono;concurrent;0.02;200;Setting5;722,84;2,97;0,63;0,09;0,22;0,66
0.9;7;no_plac;all;0.02;150;Setting9;1174,59;6,28;0,96;0,21;0,45;0,99
0.65;7;no_plac;all;0.02;150;Setting9;1312,03;6,55;0,65;0,16;0,39;0,91
0.65;7;stop_post_mono;all;0.02;150;Setting9;1213,46;6,70;0,28;0,02;0,07;0,53
0.65;3;all_plac;all;0.02;200;Setting12;720,65;2,96;0,28;0,02;0,02;0,43
0.9;3;stop_post_mono;concurrent;0.02;200;Setting5;743,12;2,97;0,98;0,29;0,53;0,97
0.9;7;no_plac;dynamic;0.02;200;Setting5;1416,48;6,55;0,99;;;1,00
0.65;5;no_plac;dynamic;0.01;200;Setting16;1184,55;4,31;0,68;;;0,94
0.9;7;stop_post_back;all;0.02;150;Setting9;1242,43;6,55;0,73;0,05;0,13;0,89
0.9;5;stop_post_back;dynamic;0.01;200;Setting16;1118,80;4,28;0,69;;;0,89
0.9;7;stop_post_mono;all;0.02;150;Setting9;1248,37;6,58;0,73;0,05;0,14;0,89
0.65;3;all_plac;concurrent;0.01;200;Setting16;676,45;2,75;0,22;;;0,42
0.65;5;all_plac;dynamic;0.02;150;Setting9;856,85;4,81;0,22;0,01;0,04;0,40
0.9;3;all_plac;all;0.02;200;Setting12;745,10;2,97;0,75;0,05;0,07;0,85
0.9;5;all_plac;dynamic;0.02;150;Setting9;907,28;4,78;0,65;0,04;0,08;0,81
0.65;5;stop_post_mono;dynamic;0.01;200;Setting16;1116,72;4,43;0,27;;;0,59
0.9;3;no_plac;all;0.02;200;Setting12;686,54;2,96;0,97;0,17;0,20;0,99
0.9;3;stop_post_back;all;0.02;200;Setting12;748,91;2,97;0,75;0,05;0,07;0,85
0.9;3;all_plac;concurrent;0.01;200;Setting16;723,34;2,76;0,63;;;0,82
0.65;3;stop_post_back;all;0.02;200;Setting12;721,04;2,97;0,28;0,02;0,02;0,43
0.9;5;stop_post_mono;dynamic;0.01;200;Setting16;1115,80;4,26;0,68;;;0,89
0.9;3;no_plac;concurrent;0.01;200;Setting16;616,13;2,66;0,96;;;0,99
0.65;3;stop_post_mono;all;0.02;200;Setting12;722,01;2,97;0,28;0,02;0,03;0,43
0.65;5;stop_post_back;dynamic;0.02;150;Setting9;859,30;4,82;0,23;0,02;0,04;0,41
0.9;5;no_plac;concurrent;0.02;200;Setting5;1044,60;4,82;0,99;;;1,00
0.65;3;stop_post_back;concurrent;0.01;200;Setting16;679,39;2,75;0,23;;;0,42
0.65;5;all_plac;cohort;0.01;200;Setting12;1059,44;4,42;0,22;0,02;0,03;0,54
0.65;5;stop_post_mono;dynamic;0.02;150;Setting9;861,72;4,83;0,23;0,02;0,04;0,41
0.65;7;all_plac;dynamic;0.02;200;Setting5;1702,39;6,88;;0,10;0,39;
0.9;7;no_plac;dynamic;0.01;200;Setting16;1096,74;4,81;0,97;;;0,99
0.9;3;stop_post_mono;all;0.02;200;Setting12;744,70;2,97;0,75;0,05;0,07;0,86
0.65;3;all_plac;concurrent;0.02;150;Setting9;520,99;2,92;0,22;0,02;0,03;0,31
0.9;5;no_plac;dynamic;0.02;150;Setting9;883,22;4,69;0,94;0,19;0,37;0,99
0.65;5;no_plac;dynamic;0.02;150;Setting9;953,43;4,77;0,63;0,16;0,32;0,86
0.65;3;no_plac;all;0.02;200;Setting12;793,62;2,97;0,69;0,13;0,17;0,88
0.9;7;all_plac;dynamic;0.02;200;Setting5;1701,29;6,83;;0,28;0,73;
0.9;5;stop_post_back;dynamic;0.02;150;Setting9;903,25;4,77;0,65;0,04;0,08;0,82
0.9;3;stop_post_back;concurrent;0.01;200;Setting16;722,95;2,76;0,63;;;0,83
0.65;5;stop_post_back;cohort;0.01;200;Setting12;1052,37;4,39;0,23;0,02;0,03;0,55
0.65;7;stop_post_back;dynamic;0.02;200;Setting5;1709,93;6,88;0,74;0,10;0,39;0,89
0.65;5;all_plac;concurrent;0.02;200;Setting5;1217,88;4,93;;0,10;0,31;
0.65;3;no_plac;concurrent;0.01;200;Setting16;761,22;2,76;0,67;;;0,90
0.65;7;stop_post_mono;dynamic;0.02;200;Setting5;1713,03;6,89;0,71;0,10;0,39;0,85
0.65;3;stop_post_mono;concurrent;0.02;150;Setting9;520,58;2,91;0,22;0,02;0,03;0,31
0.65;3;stop_post_mono;concurrent;0.01;200;Setting16;680,82;2,75;0,23;;;0,43
0.9;5;all_plac;cohort;0.01;200;Setting12;1130,08;4,30;0,62;0,05;0,08;0,91
0.9;7;stop_post_back;dynamic;0.02;200;Setting5;1701,10;6,83;1,00;0,28;0,72;1,00
0.65;3;stop_post_back;concurrent;0.02;150;Setting9;521,21;2,92;0,22;0,02;0,03;0,31
0.9;7;stop_post_mono;dynamic;0.02;200;Setting5;1687,69;6,82;0,99;0,28;0,71;1,00
0.9;3;all_plac;concurrent;0.02;150;Setting9;563,47;2,92;0,60;0,04;0,07;0,70
0.9;3;stop_post_back;concurrent;0.02;150;Setting9;563,70;2,92;0,60;0,04;0,06;0,70
0.9;3;stop_post_mono;concurrent;0.01;200;Setting16;719,95;2,75;0,64;;;0,83
0.65;5;stop_post_back;concurrent;0.02;200;Setting5;1216,81;4,93;0,71;0,10;0,31;0,78
0.9;5;stop_post_mono;dynamic;0.02;150;Setting9;910,45;4,78;0,65;0,04;0,08;0,82
0.65;7;no_plac;dynamic;0.02;200;Setting5;1853,77;6,80;0,75;;;0,99
0.65;3;no_plac;concurrent;0.02;150;Setting9;576,35;2,91;0,61;0,15;0,23;0,74
0.65;5;stop_post_mono;cohort;0.01;200;Setting12;1063,55;4,42;0,24;0,02;0,04;0,57
0.9;3;no_plac;concurrent;0.02;150;Setting9;550,22;2,90;0,94;0,20;0,29;0,97
0.9;5;no_plac;cohort;0.01;200;Setting12;955,71;4,04;0,95;0,16;0,23;0,99
0.9;5;stop_post_back;concurrent;0.02;200;Setting5;1235,14;4,92;1,00;0,31;0,67;1,00
0.9;5;all_plac;concurrent;0.02;200;Setting5;1235,96;4,92;;0,31;0,67;
0.65;7;all_plac;dynamic;0.01;200;Setting16;1525,13;6,00;0,28;;;0,65
0.65;7;all_plac;dynamic;0.02;150;Setting9;1205,38;6,72;0,24;0,01;0,05;0,49
0.65;5;stop_post_mono;concurrent;0.02;200;Setting5;1219,63;4,93;0,74;0,10;0,31;0,84
0.9;3;stop_post_mono;concurrent;0.02;150;Setting9;564,50;2,93;0,61;0,04;0,07;0,71
0.65;5;all_plac;all;0.02;200;Setting12;1216,74;4,94;0,31;0,02;0,03;0,56
0.9;7;all_plac;dynamic;0.01;200;Setting16;1448,50;5,52;0,70;;;0,91
0.9;5;no_plac;all;0.02;200;Setting12;1122,12;4,86;0,98;0,17;0,24;1,00
0.65;7;no_plac;dynamic;0.01;200;Setting16;1554,96;5,65;0,69;;;0,94
0.65;5;no_plac;concurrent;0.02;200;Setting5;1329,77;4,90;0,74;;;0,98
0.9;5;stop_post_back;cohort;0.01;200;Setting12;1141,70;4,33;0,63;0,05;0,08;0,92
0.9;5;stop_post_mono;cohort;0.01;200;Setting12;1137,07;4,33;0,64;0,05;0,08;0,92
0.9;5;stop_post_mono;concurrent;0.02;200;Setting5;1235,05;4,92;0,98;0,30;0,66;0,99
0.9;7;all_plac;dynamic;0.02;150;Setting9;1248,91;6,56;0,67;0,03;0,10;0,88
0.9;7;stop_post_back;dynamic;0.01;200;Setting16;1449,22;5,55;0,71;;;0,92
0.9;5;all_plac;all;0.02;200;Setting12;1230,42;4,90;0,80;0,06;0,10;0,93
0.65;5;no_plac;cohort;0.01;200;Setting12;1131,81;4,31;0,65;0,14;0,21;0,93
0.9;7;stop_post_mono;dynamic;0.01;200;Setting16;1430,65;5,51;0,71;;;0,91
0.9;7;no_plac;dynamic;0.02;150;Setting9;1185,76;6,30;0,95;0,20;0,44;1,00
0.9;5;no_plac;concurrent;0.01;200;Setting16;905,79;3,94;0,96;;;0,99
0.65;7;no_plac;dynamic;0.02;150;Setting9;1313,56;6,54;0,64;0,15;0,38;0,91
0.65;5;all_plac;concurrent;0.01;200;Setting16;1108,32;4,40;0,25;;;0,56
0.65;7;stop_post_back;dynamic;0.01;200;Setting16;1538,33;6,01;0,31;;;0,68
0.65;5;stop_post_back;all;0.02;200;Setting12;1221,03;4,94;0,32;0,02;0,04;0,58
0.9;5;all_plac;concurrent;0.01;200;Setting16;1127,39;4,29;0,67;;;0,89
0.65;7;stop_post_mono;dynamic;0.01;200;Setting16;1527,14;5,99;0,31;;;0,68
0.9;7;stop_post_back;dynamic;0.02;150;Setting9;1245,11;6,56;0,67;0,04;0,10;0,88
0.65;7;stop_post_back;dynamic;0.02;150;Setting9;1210,65;6,71;0,26;0,02;0,06;0,52
0.65;5;all_plac;concurrent;0.02;150;Setting9;857,24;4,82;0,22;0,01;0,04;0,40
