ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.9,5,cohort,0.03,400,Yes,11,1104.08,1070.47619,0,4.99,1,,0.000420842,0.0021,,0.0021,0
0.65,3,all,0.01,500,Yes,11,777.112,930.8571429,0,2.839,1,,0.000281789,0.0007,,0.0007,0
1,3,dynamic,0.03,500,Non,4,1454.684,1023.371107,0.5,3,1,,0.1227,0.2689,,0.2689,0
0.65,5,cohort,0.01,500,Non,7,2481.1884,1965.159461,0.75,4.9719,0,0.705464712,,,0.9946,0,0.9946
0.9,3,all,0.01,500,Yes,11,789.6352,1003.272727,0,2.8417,1,,0.000387092,0.0011,,0.0011,0
1,3,all,0.01,500,Yes,11,798.4956,859.483871,0,2.849,1,,0.001088101,0.0031,,0.0031,0
1,5,cohort,0.01,500,Non,7,1973.9196,1120.680441,0.75,4.8331,0,0.739070162,,,0.997,0,0.997
0.9,5,cohort,0.01,500,Non,7,2292.9704,1534.522916,0.75,4.932,0,0.726439578,,,0.9971,0,0.9971
0.65,5,all,0.01,500,Yes,11,1281.0684,1485.913043,0,4.6396,1,,0.00053884,0.0023,,0.0023,0
0.65,5,dynamic,0.03,500,Non,4,2508.788,2307.221341,0.5,5,1,,0.08972,0.2849,,0.2849,0
0.9,5,all,0.01,500,Yes,11,1304.7248,1506.867925,0,4.6455,1,,0.001183941,0.0053,,0.0053,0
0.9,5,dynamic,0.03,500,Non,4,2437.3992,1763.064687,0.5,5,1,,0.1311,0.3806,,0.3806,0
0.65,7,cohort,0.03,400,Yes,11,1520.56,1316.545455,0,6.9832,1,,0.000315042,0.0022,,0.0022,0
1,5,all,0.01,500,Yes,11,1336.248,1511.908046,0,4.6878,1,,0.001855881,0.0087,,0.0087,0
1,5,dynamic,0.03,500,Non,4,2429.9644,1657.357788,0.5,5,1,,0.1212,0.3581,,0.3581,0
0.9,7,cohort,0.03,400,Yes,11,1547.8,1496.521739,0,6.9869,1,,0.000329187,0.0023,,0.0023,0
0.65,5,all,0.03,500,Non,7,2505.8676,2263.322537,0.908050702,5,0,0.91304,,,0.9699,0,0.9699
1,5,all,0.03,500,Non,7,1707.7876,1267.090537,0.8937653,4.9996,0,0.916993359,,,0.9765,0,0.9765
0.9,5,all,0.03,500,Non,7,2120.948,1620.584002,0.898039794,4.9996,0,0.917473398,,,0.9729,0,0.9729
1,7,cohort,0.03,400,Yes,11,1545.94,1494.909091,0,6.9874,1,,0.000472279,0.0033,,0.0033,0
0.65,7,dynamic,0.03,500,Non,4,3517.7992,3170.314303,0.5,7,1,,0.088542857,0.3392,,0.3392,0
0.65,3,dynamic,0.01,500,Yes,11,774.9124,718,0,2.8389,1,,0.000211349,0.0006,,0.0006,0
0.9,7,dynamic,0.03,500,Non,4,3418.7568,2382.646775,0.5,7,1,,0.1271,0.4439,,0.4439,0
1,7,dynamic,0.03,500,Non,4,3410.1816,2239.979228,0.5,7,1,,0.118442857,0.4131,,0.4131,0
0.65,3,concurrent,0.03,500,Non,4,1501.676,1410.765432,0.5,3,1,,0.1047,0.2296,,0.2296,0
1,7,cohort,0.01,500,Non,7,2763.7496,1345.067308,0.75,6.7674,0,0.740195644,,,0.9984,0,0.9984
0.9,3,concurrent,0.03,500,Non,4,1454.5164,1086.80051,0.5,3,1,,0.1483,0.3173,,0.3173,0
1,3,concurrent,0.03,500,Non,4,1434.2684,976.6625608,0.5,3,1,,0.1525,0.3105,,0.3105,0
0.9,3,dynamic,0.01,500,Yes,11,780.5472,804.8,0,2.8432,1,,0.000175858,0.0005,,0.0005,0
1,3,dynamic,0.01,500,Yes,11,786.424,887.5294118,0,2.8447,1,,0.000597603,0.0017,,0.0017,0
0.65,7,cohort,0.01,500,Non,7,3471.2088,2534.282851,0.75,6.957,0,0.711010493,,,0.9977,0,0.9977
0.65,7,all,0.01,500,Yes,11,1803.8924,1999.245283,0,6.4759,1,,0.000849303,0.0053,,0.0053,0
1,7,all,0.01,500,Yes,11,1876.9376,2080.323232,0,6.4766,1,,0.003227002,0.0198,,0.0198,0
0.9,7,all,0.01,500,Yes,11,1845.6488,2104.930233,0,6.465,1,,0.002737819,0.0172,,0.0172,0
0.9,7,cohort,0.01,500,Non,7,3207.9368,1887.480769,0.75,6.9024,0,0.725950394,,,0.9984,0,0.9984
0.65,7,all,0.03,500,Non,7,3512.7684,3048.771916,0.928203297,7,0,0.9306,,,0.98,0,0.98
1,7,all,0.03,500,Non,7,2316.6032,1612.416455,0.914000626,6.9988,0,0.933831514,,,0.9845,0,0.9845
0.9,7,all,0.03,500,Non,7,2927.8124,2097.035227,0.918637264,6.9994,0,0.933380004,,,0.9822,0,0.9822
0.65,5,concurrent,0.03,500,Non,4,2506.0772,2287.410609,0.5,5,1,,0.10664,0.3136,,0.3136,0
0.65,3,dynamic,0.03,500,Non,7,1501.768,1417.220087,0.867311128,3,0,0.841066667,,,0.9435,0,0.9435
0.9,5,concurrent,0.03,500,Non,4,2416.21,1712.771003,0.5,5,1,,0.15632,0.4218,,0.4218,0
1,5,concurrent,0.03,500,Non,4,2397.106,1566.114257,0.5,5,1,,0.15054,0.4061,,0.4061,0
0.9,3,dynamic,0.03,500,Non,7,1346.2048,1132.602624,0.859744142,3,0,0.8475,,,0.9466,0,0.9466
1,3,dynamic,0.03,500,Non,7,1129.2628,872.7619449,0.853891314,2.9998,0,0.848156544,,,0.9512,0,0.9512
0.65,5,dynamic,0.01,500,Yes,11,1284.9728,1456.266667,0,4.6559,1,,0.000322172,0.0015,,0.0015,0
0.9,5,dynamic,0.01,500,Yes,11,1294.7672,1431.179487,0,4.6526,1,,0.000859734,0.0039,,0.0039,0
1,5,dynamic,0.01,500,Yes,11,1313.5512,1429.846154,0,4.6845,1,,0.000832533,0.0039,,0.0039,0
0.9,7,concurrent,0.03,500,Non,4,3388.2728,2317.630937,0.5,7,1,,0.153871429,0.4834,,0.4834,0
0.65,3,concurrent,0.01,500,Yes,11,773.8156,792.4,0,2.8345,1,,0.000352796,0.001,,0.001,0
0.65,7,concurrent,0.03,500,Non,4,3515.546,3158.831198,0.5,7,1,,0.106485714,0.3716,,0.3716,0
1,7,concurrent,0.03,500,Non,4,3359.2364,2101.756496,0.5,7,1,,0.1499,0.4725,,0.4725,0
0.9,3,concurrent,0.01,500,Yes,11,782.9896,853.7142857,0,2.8397,1,,0.00049301,0.0014,,0.0014,0
1,3,concurrent,0.01,500,Yes,11,795.154,862.8571429,0,2.8547,1,,0.000770659,0.0021,,0.0021,0
0.65,5,dynamic,0.03,500,Non,7,2506.964,2271.46342,0.907994274,5,0,0.86996,,,0.9699,0,0.9699
0.9,5,dynamic,0.03,500,Non,7,2201.2208,1688.035242,0.899608058,5,0,0.88414,,,0.9765,0,0.9765
0.65,7,dynamic,0.01,500,Yes,11,1804.238,1819.333333,0,6.4953,1,,0.000461872,0.003,,0.003,0
1,5,dynamic,0.03,500,Non,7,1811.2088,1296.342143,0.893271788,4.9992,0,0.883021283,,,0.9763,0,0.9763
0.9,7,dynamic,0.01,500,Yes,11,1826.3716,2017.910448,0,6.4737,1,,0.001050404,0.0067,,0.0067,0
1,7,dynamic,0.01,500,Yes,11,1837.634,1987.268817,0,6.4717,1,,0.001452478,0.0093,,0.0093,0
0.65,5,concurrent,0.01,500,Yes,11,1279.9668,1188,0,4.6584,1,,0.000171733,0.0008,,0.0008,0
0.65,3,cohort,0.03,500,Non,4,1497.52,1432.106504,0.5,3,1,,0.097133333,0.2629,,0.2629,0
0.9,5,concurrent,0.01,500,Yes,11,1293.1868,1422.4,0,4.6661,1,,0.000642935,0.003,,0.003,0
1,3,cohort,0.03,500,Non,4,1435.3712,1013.247096,0.5,3,1,,0.146466667,0.3788,,0.3788,0
0.9,3,cohort,0.03,500,Non,4,1457.5912,1152.78735,0.5,2.9998,1,,0.140209347,0.3668,,0.3668,0
1,3,concurrent,0.03,500,Non,7,1092.4716,857.2633784,0.854763856,2.9994,0,0.875975195,,,0.9554,0,0.9554
1,5,concurrent,0.01,500,Yes,11,1301.7432,1386.5,0,4.6575,1,,0.00085883,0.004,,0.004,0
0.65,3,concurrent,0.03,500,Non,7,1501.048,1412.325493,0.86724913,3,0,0.870966667,,,0.9449,0,0.9449
0.9,3,concurrent,0.03,500,Non,7,1321.4468,1104.871212,0.859148548,3,0,0.879433333,,,0.9508,0,0.9508
1,7,dynamic,0.03,500,Non,7,2503.1164,1687.58034,0.913827999,6.9994,0,0.896748293,,,0.9833,0,0.9833
0.9,7,dynamic,0.03,500,Non,7,3051.2352,2168.762698,0.92015929,6.9988,0,0.902483283,,,0.9846,0,0.9846
0.65,7,dynamic,0.03,500,Non,7,3516.7652,3069.122936,0.928267026,7,0,0.890842857,,,0.9816,0,0.9816
0.65,7,concurrent,0.01,500,Yes,11,1781.882,1862.545455,0,6.4646,1,,0.000340315,0.0022,,0.0022,0
0.65,3,cohort,0.01,500,Yes,11,773.898,728,0,2.8369,1,,0.000246748,0.0007,,0.0007,0
0.9,3,cohort,0.01,500,Yes,11,775.8276,834.2222222,0,2.8419,1,,0.00031669,0.0009,,0.0009,0
1,5,concurrent,0.03,500,Non,7,1760.8448,1274.264398,0.893715154,4.9992,0,0.905484878,,,0.976,0,0.976
1,3,cohort,0.01,500,Yes,11,795.0536,843.1111111,0,2.8434,1,,0.000633045,0.0018,,0.0018,0
0.9,5,concurrent,0.03,500,Non,7,2160.9268,1638.074985,0.898826658,5,0,0.90964,,,0.9763,0,0.9763
0.65,5,concurrent,0.03,500,Non,7,2503.7172,2252.115218,0.9078502,5,0,0.90008,,,0.9691,0,0.9691
0.9,7,concurrent,0.01,500,Yes,11,1798.6148,2006.580645,0,6.4801,1,,0.001003071,0.0062,,0.0062,0
1,7,concurrent,0.01,500,Yes,11,1805.8184,2018.877193,0,6.4744,1,,0.000926727,0.0057,,0.0057,0
0.65,5,cohort,0.03,500,Non,4,2495.784,2370.342068,0.5,5,1,,0.10272,0.4198,,0.4198,0
1,5,cohort,0.03,500,Non,4,2393.3848,1634.140585,0.5,5,1,,0.14288,0.5406,,0.5406,0
0.9,5,cohort,0.03,500,Non,4,2429.568,1863.817194,0.5,5,1,,0.141,0.5339,,0.5339,0
0.65,7,concurrent,0.03,500,Non,7,3513.7384,3048.693203,0.928179176,7,0,0.915485714,,,0.9802,0,0.9802
0.9,7,concurrent,0.03,500,Non,7,2988.4816,2100.324346,0.919244319,7,0,0.919857143,,,0.9832,0,0.9832
1,7,concurrent,0.03,500,Non,7,2401.8832,1621.803922,0.913887714,6.9988,0,0.920672115,,,0.9844,0,0.9844
0.65,3,all,0.03,500,Yes,11,820.7488,838.6666667,0,2.9998,1,,0.00030002,0.0009,,0.0009,0
1,3,cohort,0.03,500,Non,7,1225.7104,902.6196238,0.75,2.9996,0,0.740532071,,,0.9835,0,0.9835
0.9,3,all,0.03,500,Yes,11,828.2904,851.1111111,0,2.9992,1,,0.00060016,0.0018,,0.0018,0
0.65,5,cohort,0.01,500,Yes,11,1274.6576,1240,0,4.6778,1,,0.000149643,0.0007,,0.0007,0
1,3,all,0.03,500,Yes,11,836.3184,858.4347826,0,2.9998,1,,0.000800053,0.0023,,0.0023,0
0.9,5,cohort,0.01,500,Yes,11,1264.5596,1102.4,0,4.6395,1,,0.000323311,0.0015,,0.0015,0
0.9,7,cohort,0.03,500,Non,4,3405.8344,2557.631514,0.5,7,1,,0.139328571,0.6524,,0.6524,0
1,5,cohort,0.01,500,Yes,11,1292.4252,1260.190476,0,4.6557,1,,0.00045106,0.0021,,0.0021,0
1,7,cohort,0.03,500,Non,4,3351.2,2208.729816,0.5,7,1,,0.142771429,0.6577,,0.6577,0
0.9,3,cohort,0.03,500,Non,7,1394.5248,1176.263835,0.75,2.9998,0,0.722448163,,,0.9794,0,0.9794
0.65,3,cohort,0.03,500,Non,7,1496.776,1423.026594,0.75,3,0,0.7073,,,0.9739,0,0.9739
0.65,7,cohort,0.03,500,Non,4,3494.668,3291.07003,0.5,7,1,,0.102685714,0.5312,,0.5312,0
0.65,5,all,0.03,500,Yes,11,1375.6916,1509.62963,0,4.9984,1,,0.000560179,0.0027,,0.0027,0
0.9,5,all,0.03,500,Yes,11,1394.1172,1519.933333,0,4.998,1,,0.00120048,0.006,,0.006,0
1,5,all,0.03,500,Yes,11,1407.1632,1466.493506,0,4.9976,1,,0.001580759,0.0077,,0.0077,0
0.65,7,cohort,0.01,500,Yes,11,1765.4052,1681.176471,0,6.4709,1,,0.000262715,0.0017,,0.0017,0
0.65,3,dynamic,0.03,500,Yes,11,817.8364,870.6666667,0,2.9996,1,,0.00030004,0.0009,,0.0009,0
0.9,7,cohort,0.01,500,Yes,11,1760.412,1773.857143,0,6.475,1,,0.000432432,0.0028,,0.0028,0
1,5,cohort,0.03,500,Non,7,2042.8088,1290.70005,0.75,4.9992,0,0.738078092,,,0.9985,0,0.9985
0.9,3,dynamic,0.03,500,Yes,11,814.5912,850.1818182,0,2.999,1,,0.000366789,0.0011,,0.0011,0
0.65,5,cohort,0.03,500,Non,7,2495.5608,2293.833166,0.75,5,0,0.70764,,,0.9974,0,0.9974
1,3,dynamic,0.03,500,Yes,11,820.9008,1033.777778,0,2.999,1,,0.0003001,0.0009,,0.0009,0
1,7,cohort,0.01,500,Yes,11,1790.0056,1772.695652,0,6.5016,1,,0.000353759,0.0023,,0.0023,0
0.65,7,all,0.03,500,Yes,11,1939.5504,2045.361702,0,6.997,1,,0.0007003,0.0047,,0.0047,0
0.9,5,cohort,0.03,500,Non,7,2326.8216,1743.450501,0.75,5,0,0.72534,,,0.998,0,0.998
1,7,all,0.03,500,Yes,11,1992.1208,2014.879121,0,6.9994,1,,0.002657371,0.0182,,0.0182,0
0.9,7,all,0.03,500,Yes,11,1965.8576,2019.714286,0,6.9982,1,,0.001886199,0.0126,,0.0126,0
0.65,7,cohort,0.03,500,Non,7,3493.2544,3119.720772,0.75,7,0,0.709028571,,,0.9999,0,0.9999
1,7,cohort,0.03,500,Non,7,2858.2704,1647.269454,0.75,6.9988,0,0.740869863,,,0.9998,0,0.9998
0.65,5,dynamic,0.03,500,Yes,11,1372.0168,1403.058824,0,4.9992,1,,0.000340054,0.0017,,0.0017,0
0.9,5,dynamic,0.03,500,Yes,11,1379.5608,1420.592593,0,4.998,1,,0.000540216,0.0027,,0.0027,0
0.9,7,cohort,0.03,500,Non,7,3257.7288,2214.226223,0.75,7,0,0.725785714,,,0.9999,0,0.9999
1,5,dynamic,0.03,500,Yes,11,1381.6536,1385.789474,0,4.9972,1,,0.000760426,0.0038,,0.0038,0
0.65,3,concurrent,0.03,500,Yes,11,822.146,820.4444444,0,2.999,1,,0.000333444,0.0009,,0.0009,0
0.9,3,concurrent,0.03,500,Yes,11,829.9464,917.8461538,0,2.9984,1,,0.000433565,0.0013,,0.0013,0
1,3,concurrent,0.03,500,Yes,11,837.2908,959.7142857,0,2.9992,1,,0.000466791,0.0014,,0.0014,0
0.65,7,dynamic,0.03,500,Yes,11,1932.5428,2057.777778,0,6.9988,1,,0.000271475,0.0018,,0.0018,0
0.9,7,dynamic,0.03,500,Yes,11,1948.4576,1984.685714,0,6.997,1,,0.001000429,0.007,,0.007,0
1,7,dynamic,0.03,500,Yes,11,1963.282,1973.376344,0,6.9988,1,,0.001343087,0.0093,,0.0093,0
0.65,5,concurrent,0.03,500,Yes,11,1369.4464,1440,0,4.998,1,,0.000160064,0.0008,,0.0008,0
0.9,5,concurrent,0.03,500,Yes,11,1386.9448,1533.565217,0,4.9996,1,,0.000940075,0.0046,,0.0046,0
1,5,concurrent,0.03,500,Yes,11,1398.6112,1442,0,4.9972,1,,0.001700953,0.0084,,0.0084,0
0.65,7,concurrent,0.03,500,Yes,11,1926.8716,2135.483871,0,6.9976,1,,0.0004573,0.0031,,0.0031,0
0.65,3,cohort,0.03,500,Yes,11,818.096,730.6666667,0,2.9992,1,,0.000100027,0.0003,,0.0003,0
0.9,7,concurrent,0.03,500,Yes,11,1940.5428,2052.285714,0,6.9964,1,,0.001229204,0.0084,,0.0084,0
0.9,3,cohort,0.03,500,Yes,11,820.7008,834.5714286,0,2.9994,1,,0.00046676,0.0014,,0.0014,0
1,3,cohort,0.03,500,Yes,11,837.5392,904.9411765,0,2.9992,1,,0.000566818,0.0017,,0.0017,0
1,7,concurrent,0.03,500,Yes,11,1966.3064,2017.362637,0,6.9976,1,,0.001343318,0.0091,,0.0091,0
0.9,5,cohort,0.03,500,Yes,11,1359.792,1440.857143,0,4.9992,1,,0.000280045,0.0014,,0.0014,0
1,5,cohort,0.03,500,Yes,11,1386.1,1366.086957,0,4.998,1,,0.000460184,0.0023,,0.0023,0
0.65,5,cohort,0.03,500,Yes,11,1362.8656,1262.4,0,4.9988,1,,0.000300072,0.0015,,0.0015,0
0.9,7,cohort,0.03,500,Yes,11,1906.6896,1748.296296,0,6.9976,1,,0.000400137,0.0027,,0.0027,0
1,7,cohort,0.03,500,Yes,11,1926.7872,1837.032258,0,7,1,,0.000442857,0.0031,,0.0031,0
0.65,7,cohort,0.03,500,Yes,11,1906.34,1733.4,0,6.997,1,,0.000285837,0.002,,0.002,0
0.9,3,all,0.01,100,Non,11,216.0464,222.4444444,0,2.128,1,,0.000892857,0.0018,,0.0018,0
1,3,all,0.01,100,Non,11,216.6588,212,0,2.1344,1,,0.000562219,0.0012,,0.0012,0
0.65,3,dynamic,0.01,100,Non,11,216.4604,137.5,0,2.1319,1,,0.000375252,0.0008,,0.0008,0
0.9,3,dynamic,0.01,100,Non,11,215.8728,165.3333333,0,2.1263,1,,0.000564361,0.0012,,0.0012,0
0.65,3,all,0.01,100,Non,11,216.2988,185.0909091,0,2.1303,1,,0.000516359,0.0011,,0.0011,0
1,3,dynamic,0.01,100,Non,11,216.6228,172.5,0,2.1339,1,,0.0003749,0.0008,,0.0008,0
0.65,5,all,0.01,100,Non,11,298.2536,352.8421053,0,2.9218,1,,0.000650284,0.0019,,0.0019,0
0.9,5,all,0.01,100,Non,11,297.518,315.8,0,2.916,1,,0.000685871,0.002,,0.002,0
1,5,all,0.01,100,Non,11,301.6344,341.3333333,0,2.9554,1,,0.000879746,0.0024,,0.0024,0
1,7,all,0.01,100,Non,11,362.5752,479.4166667,0,3.5408,1,,0.001383868,0.0048,,0.0048,0
0.65,7,all,0.01,100,Non,11,364.824,523.52,0,3.5611,1,,0.00070203,0.0025,,0.0025,0
0.9,7,all,0.01,100,Non,11,367.8432,484.1025641,0,3.5892,1,,0.001170177,0.0039,,0.0039,0
0.65,5,dynamic,0.01,100,Non,11,298.366,289.6,0,2.923,1,,0.000342114,0.001,,0.001,0
0.9,5,dynamic,0.01,100,Non,11,298.166,170.5714286,0,2.9219,1,,0.00047914,0.0014,,0.0014,0
1,5,dynamic,0.01,100,Non,11,300.948,268,0,2.9483,1,,0.000440932,0.0012,,0.0012,0
0.65,3,concurrent,0.01,100,Non,11,216.2808,173,0,2.1302,1,,0.000563327,0.0012,,0.0012,0
0.9,3,concurrent,0.01,100,Non,11,215.7056,213.0909091,0,2.1249,1,,0.001082404,0.0022,,0.0022,0
1,3,concurrent,0.01,100,Non,11,217.1776,229.7142857,0,2.1394,1,,0.000654389,0.0014,,0.0014,0
0.9,7,dynamic,0.01,100,Non,11,369.1252,460.3809524,0,3.6014,1,,0.000583107,0.0021,,0.0021,0
0.65,7,dynamic,0.01,100,Non,11,364.6412,449.3333333,0,3.5592,1,,0.000365251,0.0013,,0.0013,0
1,7,dynamic,0.01,100,Non,11,362.4024,356.8571429,0,3.5383,1,,0.00079134,0.0028,,0.0028,0
0.9,5,concurrent,0.01,100,Non,11,297.4324,258.2857143,0,2.915,1,,0.00051458,0.0014,,0.0014,0
1,5,concurrent,0.01,100,Non,11,300.3236,295.3684211,0,2.9424,1,,0.000645731,0.0019,,0.0019,0
0.65,5,concurrent,0.01,100,Non,11,298.4184,246.8571429,0,2.9236,1,,0.000513066,0.0015,,0.0015,0
0.65,3,cohort,0.01,100,Non,11,212.1908,196,0,2.1221,1,,0.00075397,0.0016,,0.0016,0
0.9,3,cohort,0.01,100,Non,11,213.9472,152.6315789,0,2.14,1,,0.00088785,0.0019,,0.0019,0
1,3,cohort,0.01,100,Non,11,212.3856,178,0,2.124,1,,0.000564972,0.0012,,0.0012,0
0.9,7,concurrent,0.01,100,Non,11,368.5344,369.5555556,0,3.5961,1,,0.000500542,0.0018,,0.0018,0
0.65,7,concurrent,0.01,100,Non,11,364.9392,416.7619048,0,3.5623,1,,0.000589507,0.0021,,0.0021,0
1,7,concurrent,0.01,100,Non,11,364.2408,360.7272727,0,3.5563,1,,0.00061862,0.0022,,0.0022,0
0.9,5,cohort,0.01,100,Non,11,292.4716,247.8181818,0,2.9251,1,,0.000752111,0.0022,,0.0022,0
0.65,5,cohort,0.01,100,Non,11,291.9164,340.5,0,2.9195,1,,0.000548039,0.0016,,0.0016,0
1,5,cohort,0.01,100,Non,11,292.3964,281.6666667,0,2.9243,1,,0.000820709,0.0024,,0.0024,0
0.65,3,all,0.03,100,Non,11,296.09,223,0,2.9014,1,,0.000723789,0.002,,0.002,0
0.9,3,all,0.03,100,Non,11,295.2352,202.8888889,0,2.8939,1,,0.000621998,0.0018,,0.0018,0
1,3,all,0.03,100,Non,11,296.982,217.8666667,0,2.9107,1,,0.00051534,0.0015,,0.0015,0
0.65,7,cohort,0.01,100,Non,11,353.322,315.862069,0,3.5337,1,,0.00082067,0.0029,,0.0029,0
1,7,cohort,0.01,100,Non,11,352.2124,330.4347826,0,3.5227,1,,0.000652908,0.0023,,0.0023,0
0.9,7,cohort,0.01,100,Non,11,352.0684,284.3076923,0,3.5215,1,,0.000738322,0.0026,,0.0026,0
0.65,5,all,0.03,100,Non,11,493.6208,412.9230769,0,4.7963,1,,0.000833976,0.0039,,0.0039,0
1,5,all,0.03,100,Non,11,492.444,408.8717949,0,4.7873,1,,0.001650199,0.0078,,0.0078,0
0.9,5,all,0.03,100,Non,11,493.2124,390.1886792,0,4.7932,1,,0.001126596,0.0053,,0.0053,0
0.65,3,dynamic,0.03,100,Non,11,295.9384,232.8,0,2.8996,1,,0.000517313,0.0015,,0.0015,0
0.9,3,dynamic,0.03,100,Non,11,295.3456,177.25,0,2.895,1,,0.000552677,0.0016,,0.0016,0
1,3,dynamic,0.03,100,Non,11,297.0036,194.5,0,2.9109,1,,0.000274829,0.0008,,0.0008,0
0.65,7,all,0.03,100,Non,11,693.8568,589.5151515,0,6.6903,1,,0.001016397,0.0067,,0.0067,0
1,7,all,0.03,100,Non,11,691.8576,584.1034483,0,6.6729,1,,0.001783333,0.0116,,0.0116,0
0.9,7,all,0.03,100,Non,11,693.562,605.7142857,0,6.6884,1,,0.001525028,0.0098,,0.0098,0
0.9,5,dynamic,0.03,100,Non,11,493.7152,376.3478261,0,4.7969,1,,0.000479476,0.0023,,0.0023,0
0.65,5,dynamic,0.03,100,Non,11,493.486,367.2,0,4.7948,1,,0.000312839,0.0015,,0.0015,0
1,5,dynamic,0.03,100,Non,11,492.308,388.6956522,0,4.7843,1,,0.000480739,0.0023,,0.0023,0
0.65,3,concurrent,0.03,100,Non,11,295.9208,246.3703704,0,2.8998,1,,0.000965584,0.0027,,0.0027,0
0.9,3,concurrent,0.03,100,Non,11,295.182,213.7777778,0,2.8936,1,,0.000933094,0.0027,,0.0027,0
1,3,concurrent,0.03,100,Non,11,296.7084,244.1666667,0,2.9082,1,,0.000825253,0.0024,,0.0024,0
1,7,dynamic,0.03,100,Non,11,692.9788,597.4358974,0,6.6811,1,,0.000583736,0.0039,,0.0039,0
0.65,7,dynamic,0.03,100,Non,11,692.9324,600.8,0,6.6814,1,,0.000598677,0.004,,0.004,0
0.9,7,dynamic,0.03,100,Non,11,693.4016,624.2,0,6.6853,1,,0.000598328,0.004,,0.004,0
1,5,concurrent,0.03,100,Non,11,492.6304,372.5106383,0,4.7886,1,,0.000981498,0.0047,,0.0047,0
0.65,5,concurrent,0.03,100,Non,11,493.3504,392.4848485,0,4.7937,1,,0.000688404,0.0033,,0.0033,0
0.9,5,concurrent,0.03,100,Non,11,493.3016,381.8604651,0,4.7942,1,,0.000938634,0.0044,,0.0044,0
0.65,3,cohort,0.03,100,Non,11,290.6112,204.6153846,0,2.9064,1,,0.000447289,0.0013,,0.0013,0
0.9,3,cohort,0.03,100,Non,11,289.332,197.7391304,0,2.8938,1,,0.000794803,0.0023,,0.0023,0
1,3,cohort,0.03,100,Non,11,289.072,238.2857143,0,2.8912,1,,0.000968456,0.0028,,0.0028,0
0.65,7,concurrent,0.03,100,Non,11,693.6044,536,0,6.6883,1,,0.000613011,0.0041,,0.0041,0
0.9,7,concurrent,0.03,100,Non,11,692.0268,562.8,0,6.6738,1,,0.000614343,0.004,,0.004,0
1,7,concurrent,0.03,100,Non,11,690.9352,554.9508197,0,6.6631,1,,0.00091549,0.0061,,0.0061,0
1,5,cohort,0.03,100,Non,11,477.7172,350.8,0,4.7777,1,,0.000418611,0.002,,0.002,0
0.9,5,cohort,0.03,100,Non,11,477.954,359.7575758,0,4.7805,1,,0.000690304,0.0033,,0.0033,0
0.65,5,cohort,0.03,100,Non,11,478.2436,312.1176471,0,4.7833,1,,0.000710806,0.0034,,0.0034,0
0.65,3,all,0.01,200,Non,11,543.8984,500,0,2.6943,1,,0.000445385,0.0012,,0.0012,0
0.9,3,all,0.01,200,Non,11,542.9132,456.5925926,0,2.6902,1,,0.001003643,0.0027,,0.0027,0
1,3,all,0.01,200,Non,11,542.6288,466.2222222,0,2.6887,1,,0.001004203,0.0027,,0.0027,0
0.65,7,cohort,0.03,100,Non,11,665.6936,476.7741935,0,6.6578,1,,0.000465619,0.0031,,0.0031,0
0.9,7,cohort,0.03,100,Non,11,666.6448,445.0731707,0,6.6676,1,,0.000614914,0.0041,,0.0041,0
1,7,cohort,0.03,100,Non,11,669.8796,432.8780488,0,6.6999,1,,0.000611949,0.0041,,0.0041,0
0.9,5,all,0.01,200,Non,11,878.1264,848.8358209,0,4.3332,1,,0.001592357,0.0067,,0.0067,0
0.65,5,all,0.01,200,Non,11,876.4616,878.1935484,0,4.3243,1,,0.001480008,0.0062,,0.0062,0
1,5,all,0.01,200,Non,11,878.932,773.3888889,0,4.3382,1,,0.001751879,0.0072,,0.0072,0
0.65,3,dynamic,0.01,200,Non,11,543.8812,466.5454545,0,2.6943,1,,0.000408269,0.0011,,0.0011,0
0.9,3,dynamic,0.01,200,Non,11,543.3116,476.9230769,0,2.6917,1,,0.000482966,0.0013,,0.0013,0
1,3,dynamic,0.01,200,Non,11,543.236,401.1764706,0,2.6914,1,,0.000631642,0.0017,,0.0017,0
0.9,7,all,0.01,200,Non,11,1204.2912,1197.507246,0,5.9228,1,,0.002431283,0.0138,,0.0138,0
0.65,7,all,0.01,200,Non,11,1208.0444,1189.714286,0,5.9378,1,,0.001717808,0.0098,,0.0098,0
1,7,all,0.01,200,Non,11,1197.9284,1110.441558,0,5.8927,1,,0.002783105,0.0154,,0.0154,0
0.65,5,dynamic,0.01,200,Non,11,876.6148,837.2121212,0,4.325,1,,0.000763006,0.0033,,0.0033,0
0.9,5,dynamic,0.01,200,Non,11,877.6672,861.2903226,0,4.3299,1,,0.000715952,0.0031,,0.0031,0
1,5,dynamic,0.01,200,Non,11,876.0852,762.875,0,4.3226,1,,0.000763429,0.0033,,0.0033,0
1,3,concurrent,0.01,200,Non,11,541.764,381.0909091,0,2.6844,1,,0.00081955,0.0022,,0.0022,0
